Store Name,City,State,Country,Website,Instagram,Email,Phone,Carries Supreme,Carries Hellstar,Carries Godspeed,Last Order Date,Outreach Status,Outreach Channel,Notes,Date Added,Lead Score,Priority Tier,Brands Carried,Score Reasons,Score Breakdown
Looking for a new pair of kicks or apparel? Come check out ...,Fort Myers,Florida,USA,https://www.instagram.com/reel/DUO2lBACQHK/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Supreme Motor Sports – Car Dealer in Fort Myers, FL",Fort Myers,Florida,USA,https://www.suprememotorsportsfl.com/,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
"Supreme Floors: Flooring Store servicing Fort Myers, FL",Fort Myers,Florida,USA,https://www.supremefloorsfl.com/,@import,vitor@supremefloorsfl.com,613-5653590,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"About Supreme Motor Sports in Fort Myers, FL",Fort Myers,Florida,USA,https://www.suprememotorsportsfl.com/about,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Supreme Home Design (@supremehomedesignfl),Fort Myers,Florida,USA,https://www.instagram.com/supremehomedesignfl/,@supremehomedesignfl,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Contact Supreme Motor Sports in Fort Myers, FL",Fort Myers,Florida,USA,https://www.suprememotorsportsfl.com/contact,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Visiting Supreme Diecast in Fort Myers Florida! #hotwheels ...,Fort Myers,Florida,USA,https://www.instagram.com/reel/DWM7P2aiebx/,@suprememsdiecast.,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Rhude Yacht Club T-Shirt - Sizes X-Large & XX-Large,Fort Myers,Florida,USA,https://secure.instagram.com/p/DV8-UxnkUbu/?hl=fa,@media,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Rhude Stockists,Fort Myers,Florida,USA,https://www.fashionsauce.com/brands/rhude-stockists,@context,bootstrap@4.6.1,1696774910,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"JSN (@jsncustoms) · Fort Myers, FL",Fort Myers,Florida,USA,https://www.instagram.com/jsncustoms/,@jsncustoms,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
The Islander FMB,Fort Myers,Florida,USA,https://shoptheislander.com/?srsltid=AfmBOoqRlTXl0I1Faacvo_c6LjQeKkEkMfv-ltJfs5nyZbswzJp-0Soh,@gmail.com.,shoptheislander@gmail.com,6851654200,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Charley's Downtown Boutique: Home,Fort Myers,Florida,USA,https://www.shopcharleysdowntown.com/,@media,charleysdowntownboutique@gmail.com,2687793594,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Mainstream Boutique Fort Myers,Fort Myers,Florida,USA,https://www.mainstreamboutiquefortmyers.com/,@mainstreamboutiquefortmyers,,1756386846,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
JSNCUSTOMS LLC.: Home,Fort Myers,Florida,USA,https://www.jsnfm.com/,@GMAIL.COM.,13e49d785d8d4f828038b6136f3b48ba@sentry.io,2606801315,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Just Kicks (@justkicks239) - Fort Myers,Fort Myers,Florida,USA,https://www.instagram.com/justkicks239/,@justkicks239,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Designers Closet,Fort Myers,Florida,USA,https://designerscloset.com/?srsltid=AfmBOopazOBxamHFU5LgCf7F-os4woNHWcJL5KkhAwSlJpvz1N63UJY3,@designersclosetig,sales@designerscloset.com,1064961020,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
VERIFIED (@verifiedswfl) • Instagram photos and videos,Fort Myers,Florida,USA,https://www.instagram.com/verifiedswfl/,@verifiedswfl,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Fort Myers, FL Store: Surf Apparel & Accessories",Fort Myers,Florida,USA,https://www.ronjonsurfshop.com/locations/fort-myers-fl?srsltid=AfmBOopqPErhgjUUqCzuDZTu4qT31tuv_WeZJx3LbG2HrRjTP6cI37uW,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Shop - Hellstar Clothing,Gainesville,Florida,USA,https://hellstarstores.us/shop/,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
NEW!!! Hellstar Classic OG Logo (blue) Sizes ...,Gainesville,Florida,USA,https://www.instagram.com/p/DDIVK_hyvKF/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"new! Hell Star Huntington Park CA T Shirt Sz. XL, Large ...",Gainesville,Florida,USA,https://www.instagram.com/p/C_wGH4gyzY6/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Hellstar Men's T-Shirt Size L,Gainesville,Florida,USA,https://www.ebay.com/itm/406538309678,@ebay,,2026041419,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
This initial owes you a pair of shoes… Who's REALLY your ...,Gainesville,Florida,USA,https://www.instagram.com/reel/C7kgk4MP7wi/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Godspeed,Gainesville,Florida,USA,https://in-stocksneakers.com/collections/godspeed-1,@in_stocksneakers,,1755751361,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Hellstar Glitter T Shirt Size: XL $250 Denim Tears ...,Gainesville,Florida,USA,https://www.instagram.com/p/DCX1QW2SLD1/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Caffeine supreme - Atrium Magazine,Gainesville,Florida,USA,https://atriummag.org/caffeine-supreme/,@maudes_cafe,,2677611078,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"lre""i'$mr.",Gainesville,Florida,USA,https://sos.ks.gov/publications/register/1989/Vol_8_No_38_September_21_1989_p_1371-1424.pdf,@GbHR,X@D.0,2004102919,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
https://rhude-shop.com/,Gainesville,Florida,USA,https://rhude-shop.com/,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
"Research, Demonstration, Training, and Fellowship Awards",Gainesville,Florida,USA,https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=91008WQ0.TXT,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
"Dillard's The Oaks Mall, Gainesville, Florida",Gainesville,Florida,USA,https://www.dillards.com/stores/florida/the-oaks-mall-gainesville/0234?srsltid=AfmBOoqKv-N2qK3ZTkQpHQowv5rdLzVZNjp9Jz5hrgN4AmSPvlT-MRIm,,,117.1776358,,,2026-04-16,,,,,,18,C-Tier,,,Contact:8/Brand:5/Market:5/Reach:0
Gainesville Shopping center,Gainesville,Florida,USA,https://locations.dtlr.com/fl/gainesville/gainesville-shopping-center.html,@dtlrofficial,custserv@dtlr.com,1537521453,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Family-owned 3 AM streetwear store opens in Oaks Mall,Gainesville,Florida,USA,https://www.gainesville.com/story/business/economy/2014/08/29/family-owned-3-am-streetwear-store-opens-in-oaks-mall/31220900007/,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
"CITITRENDS at 1018 N. Main St Gainesville, FL",Gainesville,Florida,USA,https://locations.cititrends.com/fl/gainesville/1018-n--main-st.html,@wearecititrends,,2079328097,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Knotty Kicks LLC (352) (@knottykicks_) · Gainesville, FL",Gainesville,Florida,USA,https://www.instagram.com/knottykicks_/,@knottykicks_,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
The Oaks Mall - Gainesville,Gainesville,Florida,USA,https://stores.finishline.com/fl/gainesville/the-oaks-mall.html,@finishline,,(352) 331-5554,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Welcome to Gainesville FL's premier destination for authentic ...,Gainesville,Florida,USA,https://www.instagram.com/reel/DPrKZmTDSFk/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Narcissus Gainesville,Gainesville,Florida,USA,https://narcissusgville.com/,@narcissusgville,,1329837617,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
The Best Shopping in Gainesville FL,Gainesville,Florida,USA,https://www.celebrationpointe.com/latest_news/the-best-shopping-in-gainesville-fl/,@celebrationpointe,info@celebrationpointe.com,1007224121,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"Pink Narcissus Gainesville, a Lilly Pulitzer Signature Store ...",Gainesville,Florida,USA,https://www.instagram.com/pinknarcissusgville/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Sandy's Savvy Chic Resale Boutique | Gainesville's Best ...,Gainesville,Florida,USA,https://sandysresale.com/,@sandysresale,,1613507218,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Lloyd Clarke Sport | Shoes, Clothes and Much more",Gainesville,Florida,USA,https://www.lloydclarkesports.com/,@LloydClarkeSports,,1352372783,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
(@hubdepartment) • Instagram photos and videos,Gainesville,Florida,USA,https://www.instagram.com/hubdepartment/,@hubdepartment,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"OS Hellstar Tee: S,M,L,XL Mani Jorts: 32 ASICS: 8,9,9.5,10 ...",Tallahassee,Florida,USA,https://www.instagram.com/p/C_i9G-4yXsO/?hl=ar,@coppedfl,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Governor's Square,Tallahassee,Florida,USA,https://www.hottopic.com/store-details?StoreId=0188&srsltid=AfmBOoq2rFrsTuJ_GaAZ0ptIb5-4ECqTrOn8MTMNUBiK9VYox0K_8po9,@hottopic,htonline@hottopic.com,1776355247,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"Hellstar X Flu Game 12s🌹🖤 Hellstar Tee: M, ...",Tallahassee,Florida,USA,https://www.instagram.com/p/DHZPOcuTC-y/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"COPPED on Instagram: ""We are running back some deals to ...",Tallahassee,Florida,USA,https://www.instagram.com/reel/DSc_FyNEYO_/,@coppedfl,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"From Polo , to Hellstar, to Harley's to much more ‼️ COME ...",Tallahassee,Florida,USA,https://www.instagram.com/p/DPFKKlzkQqK/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Hellstar Tee,Tallahassee,Florida,USA,https://www.ebay.com/itm/387593101323,@ebay,,2026041419,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Be careful purchasing HELLSTAR from everyone.. the ...,Tallahassee,Florida,USA,https://www.instagram.com/p/C4GsHr3RLA_/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Supreme “Pounds” Jerseys are available instore in all ...,Tallahassee,Florida,USA,https://www.instagram.com/p/DTVYlmIEREt/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"COPPED on Instagram: ""Have you visited us yet? Copped in ...",Tallahassee,Florida,USA,https://www.instagram.com/reel/DDZ8vAMsK49/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
All - Shop,Tallahassee,Florida,USA,https://us.supreme.com/collections/all,,,9196302747,,,2026-04-16,,,,,,18,C-Tier,,,Contact:8/Brand:5/Market:5/Reach:0
All New Supreme Restock🚨 Available Instore Today ...,Tallahassee,Florida,USA,https://www.instagram.com/p/Cjnrd9fOMKt/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Dillard's Governor's Square, Tallahassee, Florida",Tallahassee,Florida,USA,https://www.dillards.com/stores/florida/governors-square-tallahassee/0243?srsltid=AfmBOoo0Kdq8bVHCPfuLUUx1ycOszdQuO32uWKQ6JZssq4W-ODKevvu2,,,117.1776358,,,2026-04-16,,,,,,18,C-Tier,,,Contact:8/Brand:5/Market:5/Reach:0
Reebok Nano X4 Training Shoes | ShopSimon,Tallahassee,Florida,USA,https://shop.simon.com/products/nano-x4-training-shoes-1?variant=42602605051964&bvstate=pg:12/ct:r,@shopsimon,onlinesupport@shopsimon.com.,5887914853,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Designers Closet Tallahassee (@dctally),Tallahassee,Florida,USA,https://www.instagram.com/dctally/,@dctally,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
WestEnd Square City Gear - TALLAHASSEE,Tallahassee,Florida,USA,https://locations.dtlr.com/fl/tallahassee/westend-square.html,@dtlrofficial,custserv@dtlr.com,1537521453,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Nic's Toggery,Tallahassee,Florida,USA,https://www.nicstoggery.com/,@nicstoggery,Johnnie-o_160x160@2x.jpg,1613527394,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
APB Store • Visit Tallahassee,Tallahassee,Florida,USA,https://visittallahassee.com/partners/apb-store/,@v,bootstrap@4.0.0,1760727607,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Best Boutiques in Tallahassee,Tallahassee,Florida,USA,https://www.tallystudentsurvival.com/blog/best-boutiques-in-tallahassee/,@SurvivingTally,,1761150721,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"APB | Men's Streetwear Apparel, Sneakers & Accessories",Tallahassee,Florida,USA,https://www.apbstore.com/?srsltid=AfmBOopDedkJu4Bj42bMFloPwTyn1Rd985yH6tCAixgeB9ZGxHm-t7KC,@apbstore,,7357837025,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Shoe and Sneaker Store in Tallahassee, FL",Tallahassee,Florida,USA,https://www.hibbett.com/storedetails/FL/Tallahassee/1239,@hibbett_westtenn,,1776352493,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
1215 apalachee parkwayspace 270 - TALLAHASSEE,Tallahassee,Florida,USA,https://locations.dtlr.com/fl/tallahassee/1215-apalachee-parkwayspace-270.html,@dtlrofficial,custserv@dtlr.com,1537521453,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Have you visited us in #Tallahassee?⁠ ⁠ Located in the ...,Tallahassee,Florida,USA,https://www.instagram.com/p/C-YYwxAT3Cj/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
COPPED New Orleans,Tallahassee,Florida,USA,https://coppedusa.com/,@coppednola,xxx@xxx.xxx,2075810712,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"COPPED (@coppedfl) · Tallahassee, FL",Tallahassee,Florida,USA,https://www.instagram.com/coppedfl/,@coppedfl,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
#hellstar shirts #clothing #store #utc #bradenton #sarasota,Sarasota,Florida,USA,https://www.instagram.com/p/C0iP9cNsGL0/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"hubdepartment on Instagram: ""We're hosting our TWO DAY ...",Sarasota,Florida,USA,https://www.instagram.com/reel/DO40Sh9gESh/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
New Build-A-Bear points to a shift toward youth,Sarasota,Florida,USA,https://www.heraldtribune.com/story/news/2007/07/04/new-build-a-bear-points-to-a-shift-toward-youth/28563356007/,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
The Wool Jackets Are Back - Yates,Sarasota,Florida,USA,http://www.yatesgear.com/blog/wool-jackets,@sourabhsingh___,support@antisocialsocialclubs.net.,3333333333,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"800 Bell Rd Unit C-D Sarasota, FL 34240 United States come ...",Sarasota,Florida,USA,https://www.instagram.com/reel/C1tCgr8MeOP/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
The Mall At University Town Center,Sarasota,Florida,USA,https://www.hollisterco.com/shop/us/clothing-stores/US/Sarasota/FL/31915,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
7Ч7OЗ7Б1З】★下载扑克21点安卓版★【谷歌百度代发+V信,Sarasota,Florida,USA,https://www.linkedin.com/jobs/%E5%A4%A7%E5%98%B4%E6%A3%8B%E7%89%8C%E5%85%8D%E8%B4%B9%E2%98%85%E3%80%90%E8%B0%B7%E6%AD%8C%E7%99%BE%E5%BA%A6%E4%BB%A3%E5%8F%91+QQ%EF%BC%9A7%D0%97%E2%92%985%D0%A722%E2%92%8E%E3%80%91%E2%98%85%E5%AE%9D%E6%98%8C%E7%90%AA%E7%89%8C%E2%98%85%E3%80%90%E8%B0%B7%E6%AD%8C%E7%99%BE%E5%BA%A6%E4%BB%A3%E5%8F%91+V%E4%BF%A1%EF%BC%9A%E3%80%A5%D0%A7%E3%80%A59%E2%92%8E%E3%80%A57O%E3%80%91%E2%98%85%E4%B8%87%E4%BA%BA%E7%99%BE%E5%AE%B6%E4%B9%90%E2%98%85%E3%80%90%E8%B0%B7%E6%AD%8C%E7%99%BE%E5%BA%A6%E4%BB%A3%E5%8F%91+V%E4%BF%A1%EF%BC%9A7%D0%A77O%D0%977%D0%911%D0%97%E3%80%91%E2%98%85%E4%B8%8B%E8%BD%BD%E6%89%91%E5%85%8B21%E7%82%B9%E5%AE%89%E5%8D%93%E7%89%88%E2%98%85%E3%80%90%E8%B0%B7%E6%AD%8C%E7%99%BE%E5%BA%A6%E4%BB%A3%E5%8F%91+V%E4%BF%A1%EF%BC%9A%E2%92%899%D0%A7%D0%97%D0%917%E2%92%909%E3%80%91%E2%98%85-jobs,@LinkedIn,,4402141731,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Find a Dura Supreme Showroom,Sarasota,Florida,USA,https://www.durasupreme.com/find-a-showroom/,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Superior Sheds Retail - Osprey / Sarasota,Sarasota,Florida,USA,https://www.superiorsheds.com/locations/superior-sheds-retail-osprey/,@superiorsheds.com,info@superiorsheds.com,1182288991,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"Ready, Set, Shop! Sarasota shopping districts",Sarasota,Florida,USA,https://www.visitsarasota.com/blog/ready-set-shop-sarasota-shopping-districts,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Mobile Technician - 268666,Sarasota,Florida,USA,https://careers.cbre.com/sk_SK/careers/JobDetail/Mobile-Technician/268666,@media,recruitingaccommodations@cbre.com,1770310573,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Find a La Cornue Dealer Near You | Authorized Showrooms,Sarasota,Florida,USA,https://lacornueusa.com/find-a-dealer,@5.3.3,clvmanagers@trailappliances.com,6771724681,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Fan Outfitters,Sarasota,Florida,USA,http://utcsarasota.com/places/shop/fan-outfitters/,@utcsarasota,UTCLeasing@benderson.com,5994878089,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
RAREBIRD | Curated Global Clothing Boutique in Sarasota ...,Sarasota,Florida,USA,https://www.loverarebird.com/?srsltid=AfmBOoqDZGFeKDMQ6Y2sSqe9R52Ml-lcRLi8p714lsp7vfdLrBfCk97Y,@rarebird_boutique,,1273701017,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
The Met at St. Armands | Luxury Sarasota Fashion House ...,Sarasota,Florida,USA,https://www.themetsarasota.com/,@themetsarasota,user@domain.com.,1712007999,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Shop STUSSY•Put together the perfect fit!,Sarasota,Florida,USA,https://www.instagram.com/p/DTRN8smkSZ_/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Urban Culture Boutique – Trendy Styles in Sarasota, FL ...",Sarasota,Florida,USA,https://shopurbanculture.com/?srsltid=AfmBOorsLqis7PW0SchlhIQuNrttqSUWwogTQ27l7xd3f12st3rAUm5r,@font,,1629804013,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Tyni Lazzaro's Brooklyn Boutique Brings Big-City Fashion ...,Sarasota,Florida,USA,https://www.sarasotamagazine.com/fashion-and-shopping/2025/04/brooklyn-boutique-sarasota,@sarasotamagazine,,2315016646,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Molly's! A Chic and Unique Boutique,Sarasota,Florida,USA,https://mollyssarasota.com/,@mollys_srq,events90@mollyssarasota.com,1019116743,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
T.Georgiano's Boutique – T. Georgiano's,Sarasota,Florida,USA,https://tgeorgianos.com/?srsltid=AfmBOoqXFG0MXtSzXENbUHl1N-iCrxRKwP67qDWIZDj20jjBduuxmOHG,@tgeorgianos,info@tgeorgianos.com,9434005984,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Surge Style,Sarasota,Florida,USA,https://shopsurgestyle.com/?srsltid=AfmBOopRwWbUv4OXlECpkIPEIMosAvxx4YaFknt_MkGR57LtWD_2Hv81,@shopsurgestyle,8752b607ffbd5b80e67e40804913b0ae7b9cb451f1c5e92ebc921b5c861dbde6_250x250@2x.jpg,1711599693,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Isabel Sarasota - Personal Luxury Styling | One-of-a-Kind ...,Sarasota,Florida,USA,https://isabelsarasota.co/,@isabelsarasotaa,isabel@isabelsarasota.co,7865014708,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"The Ultimate Insider's Guide: Boutiques in Sarasota, Florida",Sarasota,Florida,USA,https://www.jaguarsarasota.com/the-ultimate-insiders-guide-boutiques-in-sarasota-florida/,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
"ITALICA Boutique (@italica_official) · Sarasota, FL",Sarasota,Florida,USA,https://www.instagram.com/italica_official/,@italica_official,,1037483433,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"L Boutique – Award Winning Fashion Boutique in Sarasota, FL",Sarasota,Florida,USA,https://lboutiques.com/,@lboutiques,,738471-2998,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Sarasota's 100 Best Shops,Sarasota,Florida,USA,https://www.sarasotamagazine.com/fashion-and-shopping/2019/08/platinum-100-2019,@sarasotamagazine,,2315016646,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
The 25 coolest clothing stores and boutiques in Sarasota,Sarasota,Florida,USA,https://wanderlog.com/list/geoCategory/123444/coolest-clothing-stores-and-boutiques-in-sarasota,@elastic,apm-rum@5.16.0,3026914942,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"Island Pursuit Store Location in Sarasota, FL",Sarasota,Florida,USA,https://islandpursuit.com/sarasota-fl/?srsltid=AfmBOopYRikxd2HDI7xrYrIP58PfCb5Ben06znLtZxSprC_e3U_uDmWH,@islandpursuit,INFO@ISLANDPURSUIT.COM,1515010170,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Salty Stitch - Clothing Stores Sarasota,Sarasota,Florida,USA,https://saltystitch.com/?srsltid=AfmBOoo5lhBjtzZeXbjghySSkZI2htScRLYMQNYH59Uv3y-049wsnhZH,@saltystitch,info@saltystitch.com,9190854978,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Hellstar x Vale Forever 📸🔥 Shop In Store ✅ 6801 ...,Los Angeles,California,USA,https://www.instagram.com/p/DMYR9ANvEUL/,@rsrc.php,,1037483433,,,2026-04-16,,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
